initial,initial_label,rhyme,final,reading,status,sino_entry_count,character_count,example_characters
b,b,waek,k,bwaek,gap,0,0,
b,b,yeok,k,byeok,attested,4,4,椑甓鷿㱸
b,b,yk,k,byk,attested,17,17,愎椑萆腷辟擗踾馥躃鶝闢㱸
b,b,aach,ch,baach,gap,0,0,
b,b,ach,ch,bach,gap,0,0,
b,b,aech,ch,baech,gap,0,0,
b,b,och,ch,boch,gap,0,0,
b,b,oech,ch,boech,gap,0,0,
b,b,uch,ch,buch,gap,0,0,
b,b,uech,ch,buech,gap,0,0,
b,b,aat,t,baat,attested,10,10,八扒朳玐哵捌釟㺴䤢𩡩
b,b,aet,t,baet,attested,3,3,拔菝𥎱
b,b,at,t,bat,attested,2,2,捌㭭
b,b,eot,t,beot,gap,0,0,
b,b,et,t,bet,attested,22,22,咇柲珌㭭畢筆彃潷熚㻫篳縪
b,b,iat,t,biat,attested,6,6,扒鄨鷩鼈虌𧧸
b,b,iet,t,biet,attested,6,6,别莂憋䇷䳤𡐞
b,b,it,t,bit,attested,23,23,必泌閉鉍滭蓽罼觱鮅䌘鏎鷝
b,b,oet,t,boet,attested,23,23,孛勃悖挬浡郣㪍桲㶿脖艴渤
b,b,ot,t,bot,gap,0,0,
b,b,t,t,bt,gap,0,0,
b,b,uet,t,buet,gap,0,0,
b,b,ut,t,but,gap,0,0,
b,b,waet,t,bwaet,gap,0,0,
b,b,wat,t,bwat,gap,0,0,
b,b,woet,t,bwoet,gap,0,0,
b,b,wot,t,bwot,gap,0,0,
b,b,yeot,t,byeot,attested,2,2,别𡷘
b,b,yt,t,byt,attested,45,37,比佖吡坒咇妼怭泌邲柲胇䏟
b,b,aets,ts,baets,gap,0,0,
b,b,ats,ts,bats,gap,0,0,
b,b,eots,ts,beots,gap,0,0,
b,b,ets,ts,bets,gap,0,0,
b,b,aap,p,baap,gap,0,0,
b,b,aep,p,baep,gap,0,0,
b,b,ap,p,bap,gap,0,0,
b,b,eop,p,beop,gap,0,0,
b,b,ep,p,bep,gap,0,0,
b,b,iep,p,biep,gap,0,0,
b,b,ip,p,bip,attested,2,2,皀鵖
b,b,oep,p,boep,gap,0,0,
b,b,op,p,bop,gap,0,0,
b,b,p,p,bp,gap,0,0,
b,b,yp,p,byp,attested,1,1,𩾳
b,b,eov,v,beov,gap,0,0,
b,b,ev,v,bev,gap,0,0,
b,b,ov,v,bov,gap,0,0,
b,b,aenn,nn,baenn,gap,0,0,
b,b,ann,nn,bann,gap,0,0,
b,b,enn,nn,benn,gap,0,0,
b,b,eonn,nn,beonn,gap,0,0,
b,b,onn,nn,bonn,gap,0,0,
b,b,aeyh,h,baeyh,gap,0,0,
b,b,ah,h,bah,gap,0,0,
b,b,ayh,h,bayh,gap,0,0,
b,b,emh,h,bemh,gap,0,0,
b,b,eomh,h,beomh,gap,0,0,
b,b,ueh,h,bueh,gap,0,0,
b,b,uh,h,buh,gap,0,0,
b,b,r,r,br,gap,0,0,
b,b,,open,b,gap,0,0,
b,b,a,open,ba,attested,16,16,巴吧弝把芭垻笆蚆豝鈀靶霸
b,b,aa,open,baa,attested,6,5,杷琶䇑𤝡𩹏
b,b,ae,open,bae,attested,6,5,爬笆跁𥝧𦫙
b,b,au,open,bau,gap,0,0,
b,b,e,open,be,gap,0,0,
b,b,eo,open,beo,gap,0,0,
b,b,eou,open,beou,gap,0,0,
b,b,eu,open,beu,gap,0,0,
b,b,ia,open,bia,gap,0,0,
b,b,iaeu,open,biaeu,gap,0,0,
b,b,iau,open,biau,gap,0,0,
b,b,ie,open,bie,attested,4,4,彆蔽鄨鷩
b,b,ieu,open,bieu,attested,19,18,杓髟猋幖標熛蔈瘭褾贆飊驫
b,b,iou,open,biou,gap,0,0,
b,b,iu,open,biu,gap,0,0,
b,b,o,open,bo,attested,22,20,布佈抪圃峬庯陠晡逋秿補誧
b,b,oe,open,boe,attested,25,24,步匍哺捕荹部菩蜅蒱蒲酺餔
b,b,oeu,open,boeu,attested,47,47,伏芣阜𨸏枹罘負哹浮偩婦掊
b,b,ou,open,bou,attested,17,15,不缶否哹紑缹富殕痞鴀輻鍑
b,b,u,open,bu,attested,3,3,髟彪驫
b,b,ua,open,bua,gap,0,0,
b,b,uae,open,buae,gap,0,0,
b,b,ue,open,bue,attested,3,3,淲瀌𩖛
b,b,ueo,open,bueo,gap,0,0,
b,b,wa,open,bwa,gap,0,0,
b,b,wae,open,bwae,gap,0,0,
b,b,yeo,open,byeo,attested,5,5,敝幣獘斃㡀
b,b,yeou,open,byeou,attested,15,15,剽慓摽膘瓢螵薸顠飄驃鰾𢹰
c,c,aan,n,caan,gap,0,0,
c,c,aen,n,caen,attested,11,10,恮痊筌絟詮銓縓駩鐉𠛮
c,c,an,n,can,attested,9,9,㛑湌粲餐燦璨薒䉔𪆶
c,c,en,n,cen,attested,9,9,淺遷櫏韆㿊䉦𠨧𨙙𨝍
c,c,eon,n,ceon,gap,0,0,
c,c,ian,n,cian,gap,0,0,
c,c,ien,n,cien,gap,0,0,
c,c,in,n,cin,attested,30,27,千仟圱汘阡杄芊迁倩笉茜谸
c,c,n,n,cn,gap,0,0,
c,c,oen,n,coen,gap,0,0,
c,c,on,n,con,attested,6,6,寸刌忖村䍎𢩭
c,c,uaen,n,cuaen,gap,0,0,
c,c,uan,n,cuan,gap,0,0,
c,c,uen,n,cuen,attested,11,11,佺峑拴悛荃硂諯謜譔𠥙𥆊
c,c,ueon,n,cueon,gap,0,0,
c,c,uin,n,cuin,gap,0,0,
c,c,un,n,cun,attested,10,10,夋捘逡皴竣踆㕙墫竴𠣟
c,c,waan,n,cwaan,gap,0,0,
c,c,waen,n,cwaen,gap,0,0,
c,c,wan,n,cwan,attested,10,7,鋑殩竄攛鑹爨䂎
c,c,woen,n,cwoen,gap,0,0,
c,c,won,n,cwon,gap,0,0,
c,c,wyn,n,cwyn,gap,0,0,
c,c,yeon,n,cyeon,gap,0,0,
c,c,yn,n,cyn,gap,0,0,
c,c,aam,m,caam,gap,0,0,
c,c,aem,m,caem,gap,0,0,
c,c,am,m,cam,attested,17,13,參朁傪慘噆憯謲驂黲㜗㽩䟃
c,c,em,m,cem,gap,0,0,
c,c,eom,m,ceom,gap,0,0,
c,c,iem,m,ciem,gap,0,0,
c,c,im,m,cim,attested,37,35,吣沁侵浸梫寑僉綅塹寢憯槧
c,c,m,m,cm,gap,0,0,
c,c,oem,m,coem,gap,0,0,
c,c,om,m,com,gap,0,0,
c,c,ym,m,cym,gap,0,0,
c,c,yom,m,cyom,gap,0,0,
c,c,aang,ng,caang,gap,0,0,
c,c,aeng,ng,caeng,gap,0,0,
c,c,ang,ng,cang,attested,23,20,斨倉凔搶滄嶈摤槍牄瑲蒼蹌
c,c,eng,ng,ceng,attested,7,6,靑掅蜻靘鯖鶄
c,c,eong,ng,ceong,gap,0,0,
c,c,iaang,ng,ciaang,gap,0,0,
c,c,iang,ng,ciang,gap,0,0,
c,c,ieng,ng,cieng,gap,0,0,
c,c,ing,ng,cing,attested,6,6,倩凊圊清睛請
c,c,iong,ng,ciong,gap,0,0,
c,c,iung,ng,ciung,gap,0,0,
c,c,oeng,ng,coeng,gap,0,0,
c,c,ong,ng,cong,attested,12,12,從摐暰樅瑽鬆鏦䐫䗥𥡬𧺣𨑪
c,c,uaang,ng,cuaang,gap,0,0,
c,c,ueng,ng,cueng,gap,0,0,
c,c,ung,ng,cung,attested,20,20,囪忩怱愡楤㷓𤧚葱聦趥鍯繱
c,c,waang,ng,cwaang,gap,0,0,
c,c,waeng,ng,cwaeng,gap,0,0,
c,c,wang,ng,cwang,gap,0,0,
c,c,wueng,ng,cwueng,gap,0,0,
c,c,wung,ng,cwung,gap,0,0,
c,c,yang,ng,cyang,gap,0,0,
c,c,yeng,ng,cyeng,gap,0,0,
c,c,yeong,ng,cyeong,gap,0,0,
c,c,yng,ng,cyng,gap,0,0,
c,c,aay,y,caay,gap,0,0,
c,c,aey,y,caey,gap,0,0,
c,c,ay,y,cay,attested,16,15,采偲埰寀彩採猜棌菜睵綵㥒
c,c,eoy,y,ceoy,gap,0,0,
c,c,ey,y,cey,gap,0,0,
c,c,uy,y,cuy,gap,0,0,
c,c,waay,y,cwaay,gap,0,0,
c,c,waey,y,cwaey,gap,0,0,
c,c,way,y,cway,gap,0,0,
c,c,wey,y,cwey,gap,0,0,
c,c,wy,y,cwy,attested,19,19,倅啐崔淬焠催漼璀皠縗鏙䃀
c,c,y,y,cy,gap,0,0,
c,c,yay,y,cyay,gap,0,0,
c,c,aaw,w,caaw,gap,0,0,
c,c,aew,w,caew,gap,0,0,
c,c,aw,w,caw,attested,10,9,造愺艁幧懆操騲𠹊𢻥
c,c,eow,w,ceow,gap,0,0,
c,c,ew,w,cew,attested,8,8,艸草慅慥鄵糙㡟㿷
c,c,iaew,w,ciaew,gap,0,0,
c,c,iaw,w,ciaw,gap,0,0,
c,c,iew,w,ciew,gap,0,0,
c,c,iw,w,ciw,gap,0,0,
c,c,oew,w,coew,gap,0,0,
c,c,ow,w,cow,attested,12,12,取棷湊楱腠嗾蔟趣輳䜅𧱪𪉮
c,c,yeow,w,cyeow,gap,0,0,
c,c,aei,i,caei,gap,0,0,
c,c,ai,i,cai,attested,3,3,蔡𣞖𪇭
c,c,i,i,ci,attested,68,62,切朿次此佌佽刺刾妻姕庛泚
c,c,uei,i,cuei,gap,0,0,
c,c,waei,i,cwaei,gap,0,0,
c,c,wai,i,cwai,attested,5,5,啐襊𥨒𦦣𨅎
c,c,wi,i,cwi,attested,6,6,翠趡踓濢臎𨿐
c,c,aak,k,caak,gap,0,0,
c,c,aek,k,caek,gap,0,0,
c,c,ak,k,cak,attested,7,7,剒厝莡逪縒錯䱜
c,c,ek,k,cek,attested,11,11,戚慽慼磩鏚鼜𦸗𧐶𧒕𧠪𪒑
c,c,eok,k,ceok,gap,0,0,
c,c,iaak,k,ciaak,gap,0,0,
c,c,iak,k,ciak,gap,0,0,
c,c,iek,k,ciek,gap,0,0,
c,c,ik,k,cik,attested,10,10,刺洓皵嫧磧䟄𢔠𥄎𧙞𧻕
c,c,iok,k,ciok,gap,0,0,
c,c,iuk,k,ciuk,gap,0,0,
c,c,oek,k,coek,gap,0,0,
c,c,ok,k,cok,gap,0,0,
c,c,uaak,k,cuaak,gap,0,0,
c,c,uek,k,cuek,gap,0,0,
c,c,uk,k,cuk,attested,7,7,梀墄趗蔟瘯簇䃚
c,c,waak,k,cwaak,gap,0,0,
c,c,waek,k,cwaek,gap,0,0,
c,c,yeok,k,cyeok,gap,0,0,
c,c,yk,k,cyk,gap,0,0,
c,c,aach,ch,caach,gap,0,0,
c,c,ach,ch,cach,attested,10,10,芍舄皵碏趞踖鵲㹱䇎䱜
c,c,aech,ch,caech,gap,0,0,
c,c,och,ch,coch,attested,6,6,促誎趗㹱𤗁𦠁
c,c,oech,ch,coech,gap,0,0,
c,c,uch,ch,cuch,attested,3,3,殧鼀蹴
c,c,uech,ch,cuech,gap,0,0,
c,c,aat,t,caat,gap,0,0,
c,c,aet,t,caet,gap,0,0,
c,c,at,t,cat,attested,3,3,攃礤䌨
c,c,eot,t,ceot,gap,0,0,
c,c,et,t,cet,attested,4,4,敠絟膬𥕹
c,c,iat,t,ciat,gap,0,0,
c,c,iet,t,ciet,gap,0,0,
c,c,it,t,cit,attested,17,17,七切沏柒柣桼詧漆竊㗫㯃䟙
c,c,oet,t,coet,gap,0,0,
c,c,ot,t,cot,gap,0,0,
c,c,t,t,ct,gap,0,0,
c,c,uet,t,cuet,gap,0,0,
c,c,ut,t,cut,attested,1,1,焌
c,c,waet,t,cwaet,gap,0,0,
c,c,wat,t,cwat,attested,2,2,撮襊
c,c,woet,t,cwoet,gap,0,0,
c,c,wot,t,cwot,attested,5,5,卒猝𢪃𣨛𥾛
c,c,yeot,t,cyeot,gap,0,0,
c,c,yt,t,cyt,gap,0,0,
c,c,aets,ts,caets,gap,0,0,
c,c,ats,ts,cats,gap,0,0,
c,c,eots,ts,ceots,gap,0,0,
c,c,ets,ts,cets,gap,0,0,
c,c,aap,p,caap,gap,0,0,
c,c,aep,p,caep,gap,0,0,
c,c,ap,p,cap,attested,5,5,囃㜗䟃䵽𥗭
c,c,eop,p,ceop,gap,0,0,
c,c,ep,p,cep,attested,8,8,咠葺緁緝鯜𣠺䌌𠟪
c,c,iep,p,ciep,gap,0,0,
c,c,ip,p,cip,attested,8,8,妾淁踥諿穕鏶𧚨𪔪
c,c,oep,p,coep,gap,0,0,
c,c,op,p,cop,gap,0,0,
c,c,p,p,cp,gap,0,0,
c,c,yp,p,cyp,gap,0,0,
c,c,eov,v,ceov,gap,0,0,
c,c,ev,v,cev,gap,0,0,
c,c,ov,v,cov,gap,0,0,
c,c,aenn,nn,caenn,gap,0,0,
c,c,ann,nn,cann,gap,0,0,
c,c,enn,nn,cenn,gap,0,0,
c,c,eonn,nn,ceonn,gap,0,0,
c,c,onn,nn,conn,gap,0,0,
c,c,aeyh,h,caeyh,gap,0,0,
c,c,ah,h,cah,attested,11,10,沮苴疽砠趄蒩覰䁦䏣𤿚
c,c,ayh,h,cayh,gap,0,0,
c,c,emh,h,cemh,gap,0,0,
c,c,eomh,h,ceomh,gap,0,0,
c,c,ueh,h,cueh,gap,0,0,
c,c,uh,h,cuh,attested,12,11,伹刞坥岨狙蛆雎蜡䢸𡳆𣻐
c,c,r,r,cr,gap,0,0,
c,c,,open,c,gap,0,0,
c,c,a,open,ca,attested,3,3,且笪䞣
c,c,aa,open,caa,attested,10,9,傞硰搓溠瑳磋蹉䰈𪘓
c,c,ae,open,cae,gap,0,0,
c,c,au,open,cau,attested,8,8,哨峭帩陗釥鍫𣟼𪑊
c,c,e,open,ce,gap,0,0,
c,c,eo,open,ceo,gap,0,0,
c,c,eou,open,ceou,gap,0,0,
c,c,eu,open,ceu,attested,10,9,俏悄愀篍幧鐰㡑㴥𣖄
c,c,ia,open,cia,gap,0,0,
c,c,iaeu,open,ciaeu,gap,0,0,
c,c,iau,open,ciau,gap,0,0,
c,c,ie,open,cie,gap,0,0,
c,c,ieu,open,cieu,gap,0,0,
c,c,iou,open,ciou,gap,0,0,
c,c,iu,open,ciu,gap,0,0,
c,c,o,open,co,attested,13,12,厝措觕麁蔖醋錯麤㳻𤿚𥼡𧆓
c,c,oe,open,coe,gap,0,0,
c,c,oeu,open,coeu,gap,0,0,
c,c,ou,open,cou,attested,18,18,秋秌湫楸萩篍緧趥䨂蟗鞦鞧
c,c,u,open,cu,attested,6,6,取娶趍趣趨鯫
c,c,ua,open,cua,attested,2,2,脞㛗
c,c,uae,open,cuae,gap,0,0,
c,c,ue,open,cue,attested,12,12,帨脃脆毳膬竁韢㓹㯔𣃍𤂳𧑎
c,c,ueo,open,cueo,gap,0,0,
c,c,wa,open,cwa,attested,9,9,剉脞莝磋諎遳銼䂳𢯽
c,c,wae,open,cwae,gap,0,0,
c,c,yeo,open,cyeo,gap,0,0,
c,c,yeou,open,cyeou,gap,0,0,
d,d,aan,n,daan,attested,15,13,聅袒觛彈撣潬誕壇澶癉繵驙
d,d,aen,n,daen,attested,17,14,但胆唌僤蜑儃憚檀膻繟襢貚
d,d,an,n,dan,attested,13,11,丹狚笪單鄲嬗鴠簞㠆䐷𤺺
d,d,en,n,den,attested,13,11,旦担疸觛亶匰殫癉襌㡺𢘇
d,d,eon,n,deon,gap,0,0,
d,d,ian,n,dian,gap,0,0,
d,d,ien,n,dien,gap,0,0,
d,d,in,n,din,attested,23,23,典唸傎厧殿滇槙瘨蕇錪蹎顚
d,d,n,n,dn,gap,0,0,
d,d,oen,n,doen,gap,0,0,
d,d,on,n,don,attested,23,20,屯囤坉扽沌芚盾窀惇豘軘飩
d,d,uaen,n,duaen,gap,0,0,
d,d,uan,n,duan,gap,0,0,
d,d,uen,n,duen,gap,0,0,
d,d,ueon,n,dueon,gap,0,0,
d,d,uin,n,duin,gap,0,0,
d,d,un,n,dun,attested,23,20,庉忳邨啍弴豚敦鈍頓墩遯燉
d,d,waan,n,dwaan,attested,9,9,敦椴慱鄟篿斷鷒𧐕𩅂
d,d,waen,n,dwaen,attested,10,10,段窀剸團摶漙緞毈𩋦𪆃
d,d,wan,n,dwan,attested,21,20,耑𢭃偳剬短瑖腶碫端褍竱踹
d,d,woen,n,dwoen,gap,0,0,
d,d,won,n,dwon,gap,0,0,
d,d,wyn,n,dwyn,gap,0,0,
d,d,yeon,n,dyeon,gap,0,0,
d,d,yn,n,dyn,attested,40,34,田佃甸沺殄畇畋涏淀奠跈嗔
d,d,aam,m,daam,attested,35,26,啖惔萏覃痰窞噉談憺橝澹瞫
d,d,aem,m,daem,attested,33,27,眈倓啗淡郯腅髧嘾潭曇燂蕁
d,d,am,m,dam,attested,35,30,丼妉抌瓭眈紞耽衴酖媅湛䪴
d,d,em,m,dem,attested,12,11,沾玷唸埝䍄詀㓠𦒻𦕒𩅀𩬑
d,d,eom,m,deom,gap,0,0,
d,d,iem,m,diem,gap,0,0,
d,d,im,m,dim,attested,12,11,佔坫店敁痁墊點㝪㡇䀡𧚊
d,d,m,m,dm,gap,0,0,
d,d,oem,m,doem,gap,0,0,
d,d,om,m,dom,gap,0,0,
d,d,ym,m,dym,attested,13,13,恬扂甜湉菾橝磹簟驔㶘㼭𠂼
d,d,yom,m,dyom,gap,0,0,
d,d,aang,ng,daang,attested,1,1,打
d,d,aeng,ng,daeng,attested,59,56,坣宕唐堂傏啺婸崵愓棠塘嵣
d,d,ang,ng,dang,attested,22,20,瓽當儅擋檔璫簹蟷襠譡黨鐺
d,d,eng,ng,deng,attested,30,28,丁仃叮奵打玎矴定耵虰訂酊
d,d,eong,ng,deong,attested,17,16,町定亭庭挺掟梃渟綎聤鋌錠
d,d,iaang,ng,diaang,gap,0,0,
d,d,iang,ng,diang,gap,0,0,
d,d,ieng,ng,dieng,gap,0,0,
d,d,ing,ng,ding,attested,20,15,廷訂娗涏停莛楟筳艇葶蜓誔
d,d,iong,ng,diong,gap,0,0,
d,d,iung,ng,diung,gap,0,0,
d,d,oeng,ng,doeng,attested,22,22,佟彤炵浵疼痋赨鉖鉵鼕爞㠽
d,d,ong,ng,dong,attested,8,8,冬苳笗湩𩂓䳉𠔙𧲴
d,d,uaang,ng,duaang,gap,0,0,
d,d,ueng,ng,dueng,attested,88,76,仝同侗哃姛峒恫挏洞戙桐烔
d,d,ung,ng,dung,attested,48,44,東倲凍埬崠涷棟湩登等菄董
d,d,waang,ng,dwaang,gap,0,0,
d,d,waeng,ng,dwaeng,gap,0,0,
d,d,wang,ng,dwang,gap,0,0,
d,d,wueng,ng,dwueng,gap,0,0,
d,d,wung,ng,dwung,gap,0,0,
d,d,yang,ng,dyang,gap,0,0,
d,d,yeng,ng,dyeng,gap,0,0,
d,d,yeong,ng,dyeong,gap,0,0,
d,d,yng,ng,dyng,gap,0,0,
d,d,aay,y,daay,attested,20,18,岱苔埭袋菭跆瑇䈚駘儓嬯黛
d,d,aey,y,daey,attested,19,19,代帒甙待怠殆炱迨紿詒軩逮
d,d,ay,y,day,attested,6,6,等跢摕戴蹛㿃
d,d,eoy,y,deoy,gap,0,0,
d,d,ey,y,dey,attested,5,5,帶懛艜𢄔𪒴
d,d,uy,y,duy,gap,0,0,
d,d,waay,y,dwaay,gap,0,0,
d,d,waey,y,dwaey,attested,30,29,陮隊墤尵憞隤憝錞頽濧薱魋
d,d,way,y,dway,attested,14,13,敦塠䇏對𦞙磓頧鎚轛䜃𡏩𡑈
d,d,wey,y,dwey,attested,12,12,堆嵟搥碓謉鴭䭔𠂤𠏮𠩰𣝉𩈜
d,d,wy,y,dwy,gap,0,0,
d,d,y,y,dy,attested,98,85,地弟折杕厗娣悌桋荑軑第釱
d,d,yay,y,dyay,gap,0,0,
d,d,aaw,w,daaw,gap,0,0,
d,d,aew,w,daew,attested,46,42,匋咷桃逃啕悼掏陶盜萄道綯
d,d,aw,w,daw,attested,11,11,刀忉朷到裯壔擣㿒䮻𤓾𩕯
d,d,eow,w,deow,gap,0,0,
d,d,ew,w,dew,attested,13,11,舠倒菿搗禂魛㠀懤檮禱𧛔
d,d,iaew,w,diaew,gap,0,0,
d,d,iaw,w,diaw,gap,0,0,
d,d,iew,w,diew,gap,0,0,
d,d,iw,w,diw,gap,0,0,
d,d,oew,w,doew,attested,37,35,坄投豆浢郖梪毭脰荳逗酘揄
d,d,ow,w,dow,attested,27,26,斗吺抖阧枓侸剅蚪郖陡鬥兠
d,d,yeow,w,dyeow,gap,0,0,
d,d,aei,i,daei,attested,8,8,大㐲忕汏軑釱䲦𪐝
d,d,ai,i,dai,gap,0,0,
d,d,i,i,di,attested,59,54,氐低坻奃岻底弤抵邸帝柢牴
d,d,uei,i,duei,gap,0,0,
d,d,waei,i,dwaei,attested,5,5,兊綐銳㟋𩊭
d,d,wai,i,dwai,attested,1,1,祋
d,d,wi,i,dwi,gap,0,0,
d,d,aak,k,daak,attested,7,7,剫喥凙踱襗𢜬𨍏
d,d,aek,k,daek,attested,8,8,仛度鐸㤞䐾𧩧𩍜𩑒
d,d,ak,k,dak,gap,0,0,
d,d,ek,k,dek,attested,26,26,弔扚杓玓肑芍的啇靮馰嫡滴
d,d,eok,k,deok,attested,29,29,狄籴邮苖迪梑笛荻滌滷翟頔
d,d,iaak,k,diaak,gap,0,0,
d,d,iak,k,diak,gap,0,0,
d,d,iek,k,diek,gap,0,0,
d,d,ik,k,dik,gap,0,0,
d,d,iok,k,diok,gap,0,0,
d,d,iuk,k,diuk,gap,0,0,
d,d,oek,k,doek,attested,8,8,毒瑇碡蝳纛𡹆𢃶𦺇
d,d,ok,k,dok,attested,11,11,𡰪竺督裻篤錖𤬂𥓍𧛔𧝴𧞶
d,d,uaak,k,duaak,gap,0,0,
d,d,uek,k,duek,attested,39,39,特罜貣棏碡樴獨螣鴏儥匵嬻
d,d,uk,k,duk,attested,17,17,𡰪竺剢啄得淂惪𢽴䐁德㥁䙷
d,d,waak,k,dwaak,gap,0,0,
d,d,waek,k,dwaek,gap,0,0,
d,d,yeok,k,dyeok,gap,0,0,
d,d,yk,k,dyk,gap,0,0,
d,d,aach,ch,daach,gap,0,0,
d,d,ach,ch,dach,gap,0,0,
d,d,aech,ch,daech,gap,0,0,
d,d,och,ch,doch,gap,0,0,
d,d,oech,ch,doech,gap,0,0,
d,d,uch,ch,duch,gap,0,0,
d,d,uech,ch,duech,gap,0,0,
d,d,aat,t,daat,gap,0,0,
d,d,aet,t,daet,gap,0,0,
d,d,at,t,dat,attested,5,5,狚炟笪靼䵣
d,d,eot,t,deot,gap,0,0,
d,d,et,t,det,attested,5,5,呾妲怛𢛁𦬹
d,d,iat,t,diat,gap,0,0,
d,d,iet,t,diet,gap,0,0,
d,d,it,t,dit,attested,7,7,咥窒蛭㗧𡇓𥉺𨴗
d,d,oet,t,doet,gap,0,0,
d,d,ot,t,dot,attested,9,9,咄柮突堗鍎鼵𣔻𦩤𩢎
d,d,t,t,dt,gap,0,0,
d,d,uet,t,duet,gap,0,0,
d,d,ut,t,dut,attested,9,9,凸揬腯葖鈯鶟𡿮𦔅𩨳
d,d,waet,t,dwaet,attested,8,8,挩敚脫莌痥奪鮵𡙜
d,d,wat,t,dwat,attested,8,8,咄祋剟掇敠腏裰鵽
d,d,woet,t,dwoet,gap,0,0,
d,d,wot,t,dwot,gap,0,0,
d,d,yeot,t,dyeot,gap,0,0,
d,d,yt,t,dyt,attested,35,35,凸泆咥垤姪恎昳胅苵迭瓞眣
d,d,aets,ts,daets,gap,0,0,
d,d,ats,ts,dats,attested,2,2,達薘
d,d,eots,ts,deots,gap,0,0,
d,d,ets,ts,dets,gap,0,0,
d,d,aap,p,daap,attested,14,14,沓眔涾闒譫譶躢龖㧺䍇𠉤𣝋
d,d,aep,p,daep,attested,14,14,㭼䂿遝誻蹋蹹䈳䜚䳴𦂀𦑲𦾽
d,d,ap,p,dap,attested,11,11,耷荅畣笚答撘㾑㿴䓠𢴄𨅞
d,d,eop,p,deop,gap,0,0,
d,d,ep,p,dep,attested,12,11,矺嗒褡㜓㩉㯚㿯䪚𠞈𤝰𩝣
d,d,iep,p,diep,gap,0,0,
d,d,ip,p,dip,attested,12,12,涉笘喋聑跕㑙㝪䩞𠲷𢬴𧚊𨓊
d,d,oep,p,doep,gap,0,0,
d,d,op,p,dop,gap,0,0,
d,d,p,p,dp,gap,0,0,
d,d,yp,p,dyp,attested,30,30,喋堞惵揲牃牒墊慴蝶褋諜蹀
d,d,eov,v,deov,gap,0,0,
d,d,ev,v,dev,gap,0,0,
d,d,ov,v,dov,gap,0,0,
d,d,aenn,nn,daenn,gap,0,0,
d,d,ann,nn,dann,gap,0,0,
d,d,enn,nn,denn,gap,0,0,
d,d,eonn,nn,deonn,gap,0,0,
d,d,onn,nn,donn,gap,0,0,
d,d,aeyh,h,daeyh,gap,0,0,
d,d,ah,h,dah,gap,0,0,
d,d,ayh,h,dayh,gap,0,0,
d,d,emh,h,demh,gap,0,0,
d,d,eomh,h,deomh,gap,0,0,
d,d,ueh,h,dueh,gap,0,0,
d,d,uh,h,duh,gap,0,0,
d,d,r,r,dr,gap,0,0,
d,d,,open,d,gap,0,0,
d,d,a,open,da,gap,0,0,
d,d,aa,open,daa,attested,12,10,多哆痑跢癉嚲䫂䯬𦰿𦷛
d,d,ae,open,dae,attested,34,30,大池佗拕沱陀柁迱陊爹紽舵
d,d,au,open,dau,gap,0,0,
d,d,e,open,de,gap,0,0,
d,d,eo,open,deo,gap,0,0,
d,d,eou,open,deou,gap,0,0,
d,d,eu,open,deu,gap,0,0,
d,d,ia,open,dia,gap,0,0,
d,d,iaeu,open,diaeu,attested,37,33,芀佻岧挑苕迢掉條窕莜誂趒
d,d,iau,open,diau,attested,18,18,刁弔伄奝鳥琱貂瞗窵鯛鵰㣿
d,d,ie,open,die,gap,0,0,
d,d,ieu,open,dieu,attested,20,18,扚凋釕弴彫蛁釣蔦瘹雕㚋䂏
d,d,iou,open,diou,gap,0,0,
d,d,iu,open,diu,attested,1,1,丟
d,d,o,open,do,attested,16,15,帾秺都楮睹賭螙醏闍殬蠹㓃
d,d,oe,open,doe,attested,23,22,土度捈涂啚屠途㭸渡菟嵞䣝
d,d,oeu,open,doeu,gap,0,0,
d,d,ou,open,dou,attested,22,22,杜肚峹徒梌荰荼靯塗瘏筡圖
d,d,u,open,du,attested,15,14,奼妒肚妬秅堵暏覩斁㕆䩲𤴱
d,d,ua,open,dua,gap,0,0,
d,d,uae,open,duae,gap,0,0,
d,d,ue,open,due,gap,0,0,
d,d,ueo,open,dueo,gap,0,0,
d,d,wa,open,dwa,attested,21,20,朵朶刴挅挆桗埵揣綞䤪褍鍺
d,d,wae,open,dwae,attested,21,20,垛堶媠惰碢墮嫷嶞憜鬌㸰䅜
d,d,yeo,open,dyeo,gap,0,0,
d,d,yeou,open,dyeou,gap,0,0,
f,f,aan,n,faan,attested,39,36,伴拌叛柈畔笲軬幋煩盤璠䈲
f,f,aen,n,faen,attested,38,36,般袢棥番飯媻閞搫槃緐墦樊
f,f,an,n,fan,attested,34,31,反坢拌昄泮牉瓪娩眫粄般番
f,f,en,n,fen,attested,33,31,半冸判坂汳沜阪姅返畈絆販
f,f,eon,n,feon,gap,0,0,
f,f,ian,n,fian,gap,0,0,
f,f,ien,n,fien,gap,0,0,
f,f,in,n,fin,gap,0,0,
f,f,n,n,fn,gap,0,0,
f,f,oen,n,foen,attested,10,10,体坌盆笨湓葐獖㨧𣴞𪂽
f,f,on,n,fon,attested,18,15,本奔苯畚笨翉湓犇賁噴濆歕
f,f,uaen,n,fuaen,gap,0,0,
f,f,uan,n,fuan,gap,0,0,
f,f,uen,n,fuen,attested,56,48,分坋妢弅扮汾朌枌氛秎羒蚡
f,f,ueon,n,fueon,gap,0,0,
